physicalstore,visit_zone/15062024.json,null,succeeded,200,,success
physicalstore,customer/23052024.json,null,succeeded,200,,success
physicalstore,customer/19082024.json,null,succeeded,200,,success
physicalstore,visit_zone/09052025.json,null,succeeded,200,,success
physicalstore,visit_zone/14062025.json,null,succeeded,200,,success
physicalstore,customer/04082025.json,null,succeeded,200,,success
physicalstore,visit_zone/09082024.json,null,succeeded,200,,success
physicalstore,visit_zone/10052024.json,null,succeeded,200,,success
physicalstore,customer/27042024.json,null,succeeded,200,,success
physicalstore,customer/04112024.json,null,succeeded,200,,success
physicalstore,customer/10062024.json,null,succeeded,200,,success
physicalstore,visit_zone/14012024.json,null,succeeded,200,,success
physicalstore,visit_zone/19062024.json,null,succeeded,200,,success
physicalstore,visit_zone/31122024.json,null,succeeded,200,,success
physicalstore,customer/22052024.json,null,succeeded,200,,success
physicalstore,visit_zone/02092025.json,null,succeeded,200,,success
physicalstore,customer/18052024.json,null,succeeded,200,,success
physicalstore,customer/24022025.json,null,succeeded,200,,success
physicalstore,customer/13022024.json,null,succeeded,200,,success
physicalstore,visit_zone/11112024.json,null,succeeded,200,,success
physicalstore,customer/22032025.json,null,succeeded,200,,success
physicalstore,customer/16042024.json,null,succeeded,200,,success
physicalstore,customer/16022025.json,null,succeeded,200,,success
physicalstore,customer/08062025.json,null,succeeded,200,,success
physicalstore,customer/02042024.json,null,succeeded,200,,success
physicalstore,visit_zone/12052024.json,null,succeeded,200,,success
physicalstore,customer/03032024.json,null,succeeded,200,,success
physicalstore,visit_zone/03072024.json,null,succeeded,200,,success
physicalstore,customer/09062024.json,null,succeeded,200,,success
physicalstore,customer/12012025.json,null,succeeded,200,,success
physicalstore,visit_zone/20102024.json,null,succeeded,200,,success
physicalstore,customer/23052025.json,null,succeeded,200,,success
physicalstore,visit_zone/16102024.json,null,succeeded,200,,success
physicalstore,visit_zone/08062025.json,null,succeeded,200,,success
physicalstore,customer/30092024.json,null,succeeded,200,,success
physicalstore,customer/09042024.json,null,succeeded,200,,success
physicalstore,visit_zone/13052025.json,null,succeeded,200,,success
physicalstore,visit_zone/02022025.json,null,succeeded,200,,success
physicalstore,customer/21082025.json,null,succeeded,200,,success
physicalstore,visit_zone/09042024.json,null,succeeded,200,,success
physicalstore,customer/27052025.json,null,succeeded,200,,success
physicalstore,visit_zone/22092024.json,null,succeeded,200,,success
physicalstore,customer/06032024.json,null,succeeded,200,,success
physicalstore,customer/21062025.json,null,succeeded,200,,success
physicalstore,customer/10102024.json,null,succeeded,200,,success
physicalstore,visit_zone/,null,succeeded,200,,success
physicalstore,visit_zone/02062024.json,null,succeeded,200,,success
physicalstore,customer/13092024.json,null,succeeded,200,,success
physicalstore,customer/14032025.json,null,succeeded,200,,success
physicalstore,customer/01082024.json,null,succeeded,200,,success
physicalstore,visit_zone/12092024.json,null,succeeded,200,,success
physicalstore,visit_zone/27072024.json,null,succeeded,200,,success
physicalstore,customer/04052025.json,null,succeeded,200,,success
physicalstore,customer/23062024.json,null,succeeded,200,,success
physicalstore,visit_zone/24112024.json,null,succeeded,200,,success
physicalstore,visit_zone/28022025.json,null,succeeded,200,,success
physicalstore,customer/27082025.json,null,succeeded,200,,success
physicalstore,customer/17122024.json,null,succeeded,200,,success
physicalstore,customer/07052025.json,null,succeeded,200,,success
physicalstore,customer/09022025.json,null,succeeded,200,,success
physicalstore,customer/14122024.json,null,succeeded,200,,success
physicalstore,customer/13072025.json,null,succeeded,200,,success
physicalstore,customer/19092024.json,null,succeeded,200,,success
physicalstore,visit_zone/24032024.json,null,succeeded,200,,success
physicalstore,customer/17112024.json,null,succeeded,200,,success
physicalstore,customer/20022025.json,null,succeeded,200,,success
physicalstore,customer/03042024.json,null,succeeded,200,,success
physicalstore,visit_zone/17072024.json,null,succeeded,200,,success
physicalstore,customer/30052025.json,null,succeeded,200,,success
physicalstore,customer/13032025.json,null,succeeded,200,,success
physicalstore,customer/06062025.json,null,succeeded,200,,success
physicalstore,customer/29052024.json,null,succeeded,200,,success
physicalstore,visit_zone/27032024.json,null,succeeded,200,,success
physicalstore,visit_zone/18012024.json,null,succeeded,200,,success
physicalstore,customer/23082025.json,null,succeeded,200,,success
physicalstore,visit_zone/23112024.json,null,succeeded,200,,success
physicalstore,visit_zone/26082025.json,null,succeeded,200,,success
physicalstore,visit_zone/21072024.json,null,succeeded,200,,success
physicalstore,customer/12032024.json,null,succeeded,200,,success
physicalstore,customer/01072024.json,null,succeeded,200,,success
physicalstore,customer/25032025.json,null,succeeded,200,,success
physicalstore,visit_zone/16012024.json,null,succeeded,200,,success
physicalstore,customer/15012024.json,null,succeeded,200,,success
physicalstore,visit_zone/10032025.json,null,succeeded,200,,success
physicalstore,customer/18082025.json,null,succeeded,200,,success
physicalstore,customer/15092024.json,null,succeeded,200,,success
physicalstore,customer/31082025.json,null,succeeded,200,,success
physicalstore,customer/28042025.json,null,succeeded,200,,success
physicalstore,visit_zone/01022024.json,null,succeeded,200,,success
physicalstore,visit_zone/21052025.json,null,succeeded,200,,success
physicalstore,visit_zone/15022024.json,null,succeeded,200,,success
physicalstore,customer/16052024.json,null,succeeded,200,,success
physicalstore,customer/29102024.json,null,succeeded,200,,success
physicalstore,customer/27092024.json,null,succeeded,200,,success
physicalstore,customer/20012024.json,null,succeeded,200,,success
physicalstore,visit_zone/29052024.json,null,succeeded,200,,success
physicalstore,customer/24082025.json,null,succeeded,200,,success
physicalstore,visit_zone/09032024.json,null,succeeded,200,,success
physicalstore,customer/17062025.json,null,succeeded,200,,success
physicalstore,visit_zone/20052025.json,null,succeeded,200,,success
physicalstore,visit_zone/10022024.json,null,succeeded,200,,success
physicalstore,visit_zone/22032025.json,null,succeeded,200,,success
physicalstore,customer/26012024.json,null,succeeded,200,,success
